human_gene_id,mouse_gene_id,zebrafish_gene_id,gene_name,gene_biotype,description,symbol
ENSG00000078061,NA,ENSG00000078061,ARAF,protein_coding,"A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]",ARAF
ENSG00000165699,NA,ENSG00000165699,TSC1,protein_coding,TSC complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:12362],TSC1
ENSG00000119383,NA,ENSG00000119383,PTPA,protein_coding,protein phosphatase 2 phosphatase activator [Source:HGNC Symbol;Acc:HGNC:9308],PTPA
ENSG00000136878,NA,ENSG00000136878,USP20,protein_coding,ubiquitin specific peptidase 20 [Source:HGNC Symbol;Acc:HGNC:12619],USP20
ENSG00000239382,NA,ENSG00000239382,ALKBH6,protein_coding,alkB homolog 6 [Source:HGNC Symbol;Acc:HGNC:28243],ALKBH6
ENSG00000138755,NA,ENSG00000138755,CXCL9,protein_coding,C-X-C motif chemokine ligand 9 [Source:HGNC Symbol;Acc:HGNC:7098],CXCL9
ENSG00000198780,NA,ENSG00000198780,FAM169A,protein_coding,family with sequence similarity 169 member A [Source:HGNC Symbol;Acc:HGNC:29138],FAM169A
ENSG00000152413,NA,ENSG00000152413,HOMER1,protein_coding,homer scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:17512],HOMER1
ENSG00000136868,NA,ENSG00000136868,SLC31A1,protein_coding,solute carrier family 31 member 1 [Source:HGNC Symbol;Acc:HGNC:11016],SLC31A1
ENSG00000006704,NA,ENSG00000006704,GTF2IRD1,protein_coding,GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661],GTF2IRD1
ENSG00000181291,NA,ENSG00000181291,TMEM132E,protein_coding,transmembrane protein 132E [Source:HGNC Symbol;Acc:HGNC:26991],TMEM132E
ENSG00000158517,NA,ENSG00000158517,NCF1,protein_coding,neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:HGNC:7660],NCF1
ENSG00000130711,NA,ENSG00000130711,PRDM12,protein_coding,PR/SET domain 12 [Source:HGNC Symbol;Acc:HGNC:13997],PRDM12
ENSG00000096968,NA,ENSG00000096968,JAK2,protein_coding,Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192],JAK2
ENSG00000146834,NA,ENSG00000146834,MEPCE,protein_coding,methylphosphate capping enzyme [Source:HGNC Symbol;Acc:HGNC:20247],MEPCE
ENSG00000106701,NA,ENSG00000106701,FSD1L,protein_coding,fibronectin type III and SPRY domain containing 1 like [Source:HGNC Symbol;Acc:HGNC:13753],FSD1L
ENSG00000100207,NA,ENSG00000100207,TCF20,protein_coding,transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631],TCF20
ENSG00000169347,NA,ENSG00000169347,GP2,protein_coding,glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:4441],GP2
ENSG00000180269,NA,ENSG00000180269,GPR139,protein_coding,G protein-coupled receptor 139 [Source:HGNC Symbol;Acc:HGNC:19995],GPR139
ENSG00000125445,NA,ENSG00000125445,MRPS7,protein_coding,mitochondrial ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:14499],MRPS7
ENSG00000259784,NA,ENSG00000259784,AC093525.1,protein_coding,novel protein,AC093525.1
ENSG00000103254,NA,ENSG00000103254,FAM173A,protein_coding,family with sequence similarity 173 member A [Source:HGNC Symbol;Acc:HGNC:14152],FAM173A
ENSG00000173786,NA,ENSG00000173786,CNP,protein_coding,"2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]",CNP
ENSG00000105576,NA,ENSG00000105576,TNPO2,protein_coding,transportin 2 [Source:HGNC Symbol;Acc:HGNC:19998],TNPO2
ENSG00000197253,NA,ENSG00000197253,TPSB2,protein_coding,tryptase beta 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14120],TPSB2
ENSG00000116176,NA,ENSG00000116176,TPSG1,protein_coding,tryptase gamma 1 [Source:HGNC Symbol;Acc:HGNC:14134],TPSG1
ENSG00000172236,NA,ENSG00000172236,TPSAB1,protein_coding,tryptase alpha/beta 1 [Source:HGNC Symbol;Acc:HGNC:12019],TPSAB1
ENSG00000095917,NA,ENSG00000095917,TPSD1,protein_coding,tryptase delta 1 [Source:HGNC Symbol;Acc:HGNC:14118],TPSD1
ENSG00000141741,NA,ENSG00000141741,MIEN1,protein_coding,migration and invasion enhancer 1 [Source:HGNC Symbol;Acc:HGNC:28230],MIEN1
ENSG00000064300,NA,ENSG00000064300,NGFR,protein_coding,nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809],NGFR
ENSG00000161653,NA,ENSG00000161653,NAGS,protein_coding,N-acetylglutamate synthase [Source:HGNC Symbol;Acc:HGNC:17996],NAGS
ENSG00000108819,NA,ENSG00000108819,PPP1R9B,protein_coding,protein phosphatase 1 regulatory subunit 9B [Source:HGNC Symbol;Acc:HGNC:9298],PPP1R9B
ENSG00000108349,NA,ENSG00000108349,CASC3,protein_coding,"CASC3, exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:17040]",CASC3
ENSG00000100372,NA,ENSG00000100372,SLC25A17,protein_coding,solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987],SLC25A17
ENSG00000108854,NA,ENSG00000108854,SMURF2,protein_coding,SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16809],SMURF2
ENSG00000177885,NA,ENSG00000177885,GRB2,protein_coding,growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566],GRB2
ENSG00000198863,NA,ENSG00000198863,RUNDC1,protein_coding,RUN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25418],RUNDC1
ENSG00000078687,NA,ENSG00000078687,TNRC6C,protein_coding,trinucleotide repeat containing 6C [Source:HGNC Symbol;Acc:HGNC:29318],TNRC6C
ENSG00000007376,NA,ENSG00000007376,RPUSD1,protein_coding,RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173],RPUSD1
ENSG00000167971,NA,ENSG00000167971,CASKIN1,protein_coding,CASK interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20879],CASKIN1
ENSG00000085721,NA,ENSG00000085721,RRN3,protein_coding,"RRN3 homolog, RNA polymerase I transcription factor [Source:HGNC Symbol;Acc:HGNC:30346]",RRN3
ENSG00000277363,NA,ENSG00000277363,SRCIN1,protein_coding,SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:29506],SRCIN1
ENSG00000131899,NA,ENSG00000131899,LLGL1,protein_coding,"LLGL1, scribble cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:6628]",LLGL1
ENSG00000164638,NA,ENSG00000164638,SLC29A4,protein_coding,solute carrier family 29 member 4 [Source:HGNC Symbol;Acc:HGNC:23097],SLC29A4
ENSG00000158552,NA,ENSG00000158552,ZFAND2B,protein_coding,zinc finger AN1-type containing 2B [Source:HGNC Symbol;Acc:HGNC:25206],ZFAND2B
ENSG00000059145,NA,ENSG00000059145,UNKL,protein_coding,unkempt family like zinc finger [Source:HGNC Symbol;Acc:HGNC:14184],UNKL
ENSG00000076662,NA,ENSG00000076662,ICAM3,protein_coding,intercellular adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:5346],ICAM3
ENSG00000196361,NA,ENSG00000196361,ELAVL3,protein_coding,ELAV like RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3314],ELAVL3
ENSG00000125735,NA,ENSG00000125735,TNFSF14,protein_coding,TNF superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11930],TNFSF14
ENSG00000141858,NA,ENSG00000141858,SAMD1,protein_coding,sterile alpha motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17958],SAMD1
ENSG00000064547,NA,ENSG00000064547,LPAR2,protein_coding,lysophosphatidic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:3168],LPAR2
ENSG00000256537,NA,ENSG00000256537,SMIM10L1,protein_coding,small integral membrane protein 10 like 1 [Source:HGNC Symbol;Acc:HGNC:49847],SMIM10L1
ENSG00000184785,NA,ENSG00000184785,SMIM10,protein_coding,small integral membrane protein 10 [Source:HGNC Symbol;Acc:HGNC:41913],SMIM10
ENSG00000196972,NA,ENSG00000196972,SMIM10L2B,protein_coding,small integral membrane protein 10 like 2B [Source:HGNC Symbol;Acc:HGNC:34500],SMIM10L2B
ENSG00000135175,NA,ENSG00000135175,OCM2,protein_coding,oncomodulin 2 [Source:HGNC Symbol;Acc:HGNC:34396],OCM2
ENSG00000122543,NA,ENSG00000122543,OCM,protein_coding,oncomodulin [Source:HGNC Symbol;Acc:HGNC:8105],OCM
ENSG00000175662,NA,ENSG00000175662,TOM1L2,protein_coding,target of myb1 like 2 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11984],TOM1L2
ENSG00000126231,NA,ENSG00000126231,PROZ,protein_coding,"protein Z, vitamin K dependent plasma glycoprotein [Source:HGNC Symbol;Acc:HGNC:9460]",PROZ
ENSG00000115947,NA,ENSG00000115947,ORC4,protein_coding,origin recognition complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:8490],ORC4
ENSG00000115310,NA,ENSG00000115310,RTN4,protein_coding,reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085],RTN4
ENSG00000065361,NA,ENSG00000065361,ERBB3,protein_coding,erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431],ERBB3
ENSG00000168028,NA,ENSG00000168028,RPSA,protein_coding,ribosomal protein SA [Source:HGNC Symbol;Acc:HGNC:6502],RPSA
ENSG00000144283,NA,ENSG00000144283,PKP4,protein_coding,plakophilin 4 [Source:HGNC Symbol;Acc:HGNC:9026],PKP4
ENSG00000115159,NA,ENSG00000115159,GPD2,protein_coding,glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456],GPD2
ENSG00000157985,NA,ENSG00000157985,AGAP1,protein_coding,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]",AGAP1
ENSG00000065320,NA,ENSG00000065320,NTN1,protein_coding,netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029],NTN1
ENSG00000172031,NA,ENSG00000172031,EPHX4,protein_coding,epoxide hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:23758],EPHX4
ENSG00000204392,NA,ENSG00000204392,LSM2,protein_coding,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]",LSM2
ENSG00000198624,NA,ENSG00000198624,CCDC69,protein_coding,coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:HGNC:24487],CCDC69
ENSG00000182759,NA,ENSG00000182759,MAFA,protein_coding,MAF bZIP transcription factor A [Source:HGNC Symbol;Acc:HGNC:23145],MAFA
ENSG00000085840,NA,ENSG00000085840,ORC1,protein_coding,origin recognition complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:8487],ORC1
ENSG00000066056,NA,ENSG00000066056,TIE1,protein_coding,tyrosine kinase with immunoglobulin like and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:11809],TIE1
ENSG00000162733,NA,ENSG00000162733,DDR2,protein_coding,discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731],DDR2
ENSG00000170581,NA,ENSG00000170581,STAT2,protein_coding,signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363],STAT2
ENSG00000163932,NA,ENSG00000163932,PRKCD,protein_coding,protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399],PRKCD
ENSG00000096060,NA,ENSG00000096060,FKBP5,protein_coding,FK506 binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3721],FKBP5
ENSG00000164081,NA,ENSG00000164081,TEX264,protein_coding,testis expressed 264 [Source:HGNC Symbol;Acc:HGNC:30247],TEX264
ENSG00000163421,NA,ENSG00000163421,PROK2,protein_coding,prokineticin 2 [Source:HGNC Symbol;Acc:HGNC:18455],PROK2
ENSG00000134198,NA,ENSG00000134198,TSPAN2,protein_coding,tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659],TSPAN2
ENSG00000124209,NA,ENSG00000124209,RAB22A,protein_coding,"RAB22A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9764]",RAB22A
ENSG00000124177,NA,ENSG00000124177,CHD6,protein_coding,chromodomain helicase DNA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:19057],CHD6
ENSG00000087510,NA,ENSG00000087510,TFAP2C,protein_coding,transcription factor AP-2 gamma [Source:HGNC Symbol;Acc:HGNC:11744],TFAP2C
ENSG00000166946,NA,ENSG00000166946,CCNDBP1,protein_coding,cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587],CCNDBP1
ENSG00000075711,NA,ENSG00000075711,DLG1,protein_coding,discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900],DLG1
ENSG00000198160,NA,ENSG00000198160,MIER1,protein_coding,MIER1 transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29657],MIER1
ENSG00000077254,NA,ENSG00000077254,USP33,protein_coding,ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059],USP33
ENSG00000148339,NA,ENSG00000148339,SLC25A25,protein_coding,solute carrier family 25 member 25 [Source:HGNC Symbol;Acc:HGNC:20663],SLC25A25
ENSG00000162616,NA,ENSG00000162616,DNAJB4,protein_coding,DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886],DNAJB4
ENSG00000198843,NA,ENSG00000198843,SELENOT,protein_coding,selenoprotein T [Source:HGNC Symbol;Acc:HGNC:18136],SELENOT
ENSG00000122483,NA,ENSG00000122483,CCDC18,protein_coding,coiled-coil domain containing 18 [Source:HGNC Symbol;Acc:HGNC:30370],CCDC18
ENSG00000158201,NA,ENSG00000158201,ABHD3,protein_coding,abhydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18718],ABHD3
ENSG00000117395,NA,ENSG00000117395,EBNA1BP2,protein_coding,EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531],EBNA1BP2
ENSG00000137962,NA,ENSG00000137962,ARHGAP29,protein_coding,Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207],ARHGAP29
ENSG00000162631,NA,ENSG00000162631,NTNG1,protein_coding,netrin G1 [Source:HGNC Symbol;Acc:HGNC:23319],NTNG1
ENSG00000154222,NA,ENSG00000154222,CC2D1B,protein_coding,coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386],CC2D1B
ENSG00000157077,NA,ENSG00000157077,ZFYVE9,protein_coding,zinc finger FYVE-type containing 9 [Source:HGNC Symbol;Acc:HGNC:6775],ZFYVE9
ENSG00000135842,NA,ENSG00000135842,FAM129A,protein_coding,family with sequence similarity 129 member A [Source:HGNC Symbol;Acc:HGNC:16784],FAM129A
ENSG00000254858,NA,ENSG00000254858,MPV17L2,protein_coding,MPV17 mitochondrial inner membrane protein like 2 [Source:HGNC Symbol;Acc:HGNC:28177],MPV17L2
ENSG00000154310,NA,ENSG00000154310,TNIK,protein_coding,TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:HGNC:30765],TNIK
ENSG00000254087,NA,ENSG00000254087,LYN,protein_coding,"LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]",LYN
ENSG00000166342,NA,ENSG00000166342,NETO1,protein_coding,neuropilin and tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:13823],NETO1
ENSG00000086289,NA,ENSG00000086289,EPDR1,protein_coding,ependymin related 1 [Source:HGNC Symbol;Acc:HGNC:17572],EPDR1
ENSG00000187147,NA,ENSG00000187147,RNF220,protein_coding,ring finger protein 220 [Source:HGNC Symbol;Acc:HGNC:25552],RNF220
ENSG00000196517,NA,ENSG00000196517,SLC6A9,protein_coding,solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056],SLC6A9
ENSG00000159214,NA,ENSG00000159214,CCDC24,protein_coding,coiled-coil domain containing 24 [Source:HGNC Symbol;Acc:HGNC:28688],CCDC24
ENSG00000122218,NA,ENSG00000122218,COPA,protein_coding,coatomer protein complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230],COPA
ENSG00000186648,NA,ENSG00000186648,CARMIL3,protein_coding,capping protein regulator and myosin 1 linker 3 [Source:HGNC Symbol;Acc:HGNC:20272],CARMIL3
ENSG00000130511,NA,ENSG00000130511,SSBP4,protein_coding,single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676],SSBP4
ENSG00000169282,NA,ENSG00000169282,KCNAB1,protein_coding,potassium voltage-gated channel subfamily A member regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6228],KCNAB1
ENSG00000184574,NA,ENSG00000184574,LPAR5,protein_coding,lysophosphatidic acid receptor 5 [Source:HGNC Symbol;Acc:HGNC:13307],LPAR5
ENSG00000104886,NA,ENSG00000104886,PLEKHJ1,protein_coding,pleckstrin homology domain containing J1 [Source:HGNC Symbol;Acc:HGNC:18211],PLEKHJ1
ENSG00000115649,NA,ENSG00000115649,CNPPD1,protein_coding,cyclin Pas1/PHO80 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25220],CNPPD1
ENSG00000109654,NA,ENSG00000109654,TRIM2,protein_coding,tripartite motif containing 2 [Source:HGNC Symbol;Acc:HGNC:15974],TRIM2
ENSG00000137441,NA,ENSG00000137441,FGFBP2,protein_coding,fibroblast growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29451],FGFBP2
ENSG00000109686,NA,ENSG00000109686,SH3D19,protein_coding,SH3 domain containing 19 [Source:HGNC Symbol;Acc:HGNC:30418],SH3D19
ENSG00000145423,NA,ENSG00000145423,SFRP2,protein_coding,secreted frizzled related protein 2 [Source:HGNC Symbol;Acc:HGNC:10777],SFRP2
ENSG00000164116,NA,ENSG00000164116,GUCY1A1,protein_coding,guanylate cyclase 1 soluble subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4685],GUCY1A1
ENSG00000185774,NA,ENSG00000185774,KCNIP4,protein_coding,potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083],KCNIP4
ENSG00000134905,NA,ENSG00000134905,CARS2,protein_coding,"cysteinyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25695]",CARS2
ENSG00000006757,NA,ENSG00000006757,PNPLA4,protein_coding,patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887],PNPLA4
ENSG00000101825,NA,ENSG00000101825,MXRA5,protein_coding,matrix remodeling associated 5 [Source:HGNC Symbol;Acc:HGNC:7539],MXRA5
ENSG00000169379,NA,ENSG00000169379,ARL13B,protein_coding,ADP ribosylation factor like GTPase 13B [Source:HGNC Symbol;Acc:HGNC:25419],ARL13B
ENSG00000164168,NA,ENSG00000164168,TMEM184C,protein_coding,transmembrane protein 184C [Source:HGNC Symbol;Acc:HGNC:25587],TMEM184C
ENSG00000152583,NA,ENSG00000152583,SPARCL1,protein_coding,SPARC like 1 [Source:HGNC Symbol;Acc:HGNC:11220],SPARCL1
ENSG00000134809,NA,ENSG00000134809,TIMM10,protein_coding,translocase of inner mitochondrial membrane 10 [Source:HGNC Symbol;Acc:HGNC:11814],TIMM10
ENSG00000156599,NA,ENSG00000156599,ZDHHC5,protein_coding,zinc finger DHHC-type containing 5 [Source:HGNC Symbol;Acc:HGNC:18472],ZDHHC5
ENSG00000156395,NA,ENSG00000156395,SORCS3,protein_coding,sortilin related VPS10 domain containing receptor 3 [Source:HGNC Symbol;Acc:HGNC:16699],SORCS3
ENSG00000108018,NA,ENSG00000108018,SORCS1,protein_coding,sortilin related VPS10 domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:16697],SORCS1
ENSG00000117450,NA,ENSG00000117450,PRDX1,protein_coding,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352],PRDX1
ENSG00000171223,NA,ENSG00000171223,JUNB,protein_coding,"JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]",JUNB
ENSG00000125648,NA,ENSG00000125648,SLC25A23,protein_coding,solute carrier family 25 member 23 [Source:HGNC Symbol;Acc:HGNC:19375],SLC25A23
ENSG00000143952,NA,ENSG00000143952,VPS54,protein_coding,"VPS54, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:18652]",VPS54
ENSG00000134873,NA,ENSG00000134873,CLDN10,protein_coding,claudin 10 [Source:HGNC Symbol;Acc:HGNC:2033],CLDN10
ENSG00000204335,NA,ENSG00000204335,SP5,protein_coding,Sp5 transcription factor [Source:HGNC Symbol;Acc:HGNC:14529],SP5
ENSG00000157827,NA,ENSG00000157827,FMNL2,protein_coding,formin like 2 [Source:HGNC Symbol;Acc:HGNC:18267],FMNL2
ENSG00000144852,NA,ENSG00000144852,NR1I2,protein_coding,nuclear receptor subfamily 1 group I member 2 [Source:HGNC Symbol;Acc:HGNC:7968],NR1I2
ENSG00000144228,NA,ENSG00000144228,SPOPL,protein_coding,speckle type BTB/POZ protein like [Source:HGNC Symbol;Acc:HGNC:27934],SPOPL
ENSG00000102699,NA,ENSG00000102699,PARP4,protein_coding,poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271],PARP4
ENSG00000165475,NA,ENSG00000165475,CRYL1,protein_coding,crystallin lambda 1 [Source:HGNC Symbol;Acc:HGNC:18246],CRYL1
ENSG00000102606,NA,ENSG00000102606,ARHGEF7,protein_coding,Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607],ARHGEF7
ENSG00000145088,NA,ENSG00000145088,EAF2,protein_coding,ELL associated factor 2 [Source:HGNC Symbol;Acc:HGNC:23115],EAF2
ENSG00000138496,NA,ENSG00000138496,PARP9,protein_coding,poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118],PARP9
ENSG00000124831,NA,ENSG00000124831,LRRFIP1,protein_coding,LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702],LRRFIP1
ENSG00000196950,NA,ENSG00000196950,SLC39A10,protein_coding,solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861],SLC39A10
ENSG00000113838,NA,ENSG00000113838,TBCCD1,protein_coding,TBCC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25546],TBCCD1
ENSG00000088179,NA,ENSG00000088179,PTPN4,protein_coding,"protein tyrosine phosphatase, non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]",PTPN4
ENSG00000102452,NA,ENSG00000102452,NALCN,protein_coding,"sodium leak channel, non-selective [Source:HGNC Symbol;Acc:HGNC:19082]",NALCN
ENSG00000162944,NA,ENSG00000162944,RFTN2,protein_coding,raftlin family member 2 [Source:HGNC Symbol;Acc:HGNC:26402],RFTN2
ENSG00000074047,NA,ENSG00000074047,GLI2,protein_coding,GLI family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4318],GLI2
ENSG00000178568,NA,ENSG00000178568,ERBB4,protein_coding,erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432],ERBB4
ENSG00000114923,NA,ENSG00000114923,SLC4A3,protein_coding,solute carrier family 4 member 3 [Source:HGNC Symbol;Acc:HGNC:11029],SLC4A3
ENSG00000138382,NA,ENSG00000138382,METTL5,protein_coding,methyltransferase like 5 [Source:HGNC Symbol;Acc:HGNC:25006],METTL5
ENSG00000138399,NA,ENSG00000138399,FASTKD1,protein_coding,FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150],FASTKD1
ENSG00000198648,NA,ENSG00000198648,STK39,protein_coding,serine/threonine kinase 39 [Source:HGNC Symbol;Acc:HGNC:17717],STK39
ENSG00000130775,NA,ENSG00000130775,THEMIS2,protein_coding,thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839],THEMIS2
ENSG00000144647,NA,ENSG00000144647,POMGNT2,protein_coding,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:HGNC Symbol;Acc:HGNC:25902]",POMGNT2
ENSG00000137312,NA,ENSG00000137312,FLOT1,protein_coding,flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757],FLOT1
ENSG00000111665,NA,ENSG00000111665,CDCA3,protein_coding,cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624],CDCA3
ENSG00000142408,NA,ENSG00000142408,CACNG8,protein_coding,calcium voltage-gated channel auxiliary subunit gamma 8 [Source:HGNC Symbol;Acc:HGNC:13628],CACNG8
ENSG00000105605,NA,ENSG00000105605,CACNG7,protein_coding,calcium voltage-gated channel auxiliary subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:13626],CACNG7
ENSG00000206560,NA,ENSG00000206560,ANKRD28,protein_coding,ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024],ANKRD28
ENSG00000206561,NA,ENSG00000206561,COLQ,protein_coding,collagen like tail subunit of asymmetric acetylcholinesterase [Source:HGNC Symbol;Acc:HGNC:2226],COLQ
ENSG00000204580,NA,ENSG00000204580,DDR1,protein_coding,discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:2730],DDR1
ENSG00000010610,NA,ENSG00000010610,CD4,protein_coding,CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678],CD4
ENSG00000160691,NA,ENSG00000160691,SHC1,protein_coding,SHC adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:10840],SHC1
ENSG00000160767,NA,ENSG00000160767,FAM189B,protein_coding,family with sequence similarity 189 member B [Source:HGNC Symbol;Acc:HGNC:1233],FAM189B
ENSG00000143537,NA,ENSG00000143537,ADAM15,protein_coding,ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193],ADAM15
ENSG00000172183,NA,ENSG00000172183,ISG20,protein_coding,interferon stimulated exonuclease gene 20 [Source:HGNC Symbol;Acc:HGNC:6130],ISG20
ENSG00000143434,NA,ENSG00000143434,SEMA6C,protein_coding,semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740],SEMA6C
ENSG00000089693,NA,ENSG00000089693,MLF2,protein_coding,myeloid leukemia factor 2 [Source:HGNC Symbol;Acc:HGNC:7126],MLF2
ENSG00000111676,NA,ENSG00000111676,ATN1,protein_coding,atrophin 1 [Source:HGNC Symbol;Acc:HGNC:3033],ATN1
ENSG00000170889,NA,ENSG00000170889,RPS9,protein_coding,ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442],RPS9
ENSG00000063176,NA,ENSG00000063176,SPHK2,protein_coding,sphingosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:18859],SPHK2
ENSG00000158315,NA,ENSG00000158315,RHBDL2,protein_coding,rhomboid like 2 [Source:HGNC Symbol;Acc:HGNC:16083],RHBDL2
ENSG00000169218,NA,ENSG00000169218,RSPO1,protein_coding,R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679],RSPO1
ENSG00000116871,NA,ENSG00000116871,MAP7D1,protein_coding,MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514],MAP7D1
ENSG00000175305,NA,ENSG00000175305,CCNE2,protein_coding,cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590],CCNE2
ENSG00000122557,NA,ENSG00000122557,HERPUD2,protein_coding,HERPUD family member 2 [Source:HGNC Symbol;Acc:HGNC:21915],HERPUD2
