human_gene_id,mouse_gene_id,zebrafish_gene_id,gene_name,gene_biotype,description,symbol
ENSG00000100034,ENSG00000100034,NA,PPM1F,protein_coding,"protein phosphatase, Mg2+/Mn2+ dependent 1F [Source:HGNC Symbol;Acc:HGNC:19388]",PPM1F
ENSG00000099889,ENSG00000099889,NA,ARVCF,protein_coding,"ARVCF, delta catenin family member [Source:HGNC Symbol;Acc:HGNC:728]",ARVCF
ENSG00000145198,ENSG00000145198,NA,VWA5B2,protein_coding,von Willebrand factor A domain containing 5B2 [Source:HGNC Symbol;Acc:HGNC:25144],VWA5B2
ENSG00000284917,ENSG00000284917,NA,EEF1AKMT4-ECE2,protein_coding,EEF1AKMT4-ECE2 readthrough [Source:HGNC Symbol;Acc:HGNC:53615],EEF1AKMT4-ECE2
ENSG00000058866,ENSG00000058866,NA,DGKG,protein_coding,diacylglycerol kinase gamma [Source:HGNC Symbol;Acc:HGNC:2853],DGKG
ENSG00000113916,ENSG00000113916,NA,BCL6,protein_coding,B cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:1001],BCL6
ENSG00000174004,ENSG00000174004,NA,NRROS,protein_coding,negative regulator of reactive oxygen species [Source:HGNC Symbol;Acc:HGNC:24613],NRROS
ENSG00000173706,ENSG00000173706,NA,HEG1,protein_coding,heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227],HEG1
ENSG00000160145,ENSG00000160145,ENSG00000160145,KALRN,protein_coding,kalirin RhoGEF kinase [Source:HGNC Symbol;Acc:HGNC:4814],KALRN
ENSG00000175697,ENSG00000175697,NA,GPR156,protein_coding,G protein-coupled receptor 156 [Source:HGNC Symbol;Acc:HGNC:20844],GPR156
ENSG00000082701,ENSG00000082701,NA,GSK3B,protein_coding,glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617],GSK3B
ENSG00000144847,ENSG00000144847,NA,IGSF11,protein_coding,immunoglobulin superfamily member 11 [Source:HGNC Symbol;Acc:HGNC:16669],IGSF11
ENSG00000163617,ENSG00000163617,NA,CCDC191,protein_coding,coiled-coil domain containing 191 [Source:HGNC Symbol;Acc:HGNC:29272],CCDC191
ENSG00000144824,ENSG00000144824,NA,PHLDB2,protein_coding,pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573],PHLDB2
ENSG00000174173,ENSG00000174173,NA,TRMT10C,protein_coding,"tRNA methyltransferase 10C, mitochondrial RNase P subunit [Source:HGNC Symbol;Acc:HGNC:26022]",TRMT10C
ENSG00000064225,ENSG00000064225,NA,ST3GAL6,protein_coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18080]",ST3GAL6
ENSG00000180530,ENSG00000180530,NA,NRIP1,protein_coding,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],NRIP1
ENSG00000154727,ENSG00000154727,NA,GABPA,protein_coding,GA binding protein transcription factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:4071],GABPA
ENSG00000182670,ENSG00000182670,NA,TTC3,protein_coding,tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393],TTC3
ENSG00000157540,ENSG00000157540,NA,DYRK1A,protein_coding,dual specificity tyrosine phosphorylation regulated kinase 1A [Source:HGNC Symbol;Acc:HGNC:3091],DYRK1A
ENSG00000157551,ENSG00000157551,NA,KCNJ15,protein_coding,potassium voltage-gated channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261],KCNJ15
ENSG00000285815,ENSG00000285815,NA,WRB-SH3BGR,protein_coding,WRB-SH3BGR readthrough [Source:NCBI gene;Acc:106865373],WRB-SH3BGR
ENSG00000185437,ENSG00000185437,NA,SH3BGR,protein_coding,SH3 domain binding glutamate rich protein [Source:HGNC Symbol;Acc:HGNC:10822],SH3BGR
ENSG00000122335,ENSG00000122335,NA,SERAC1,protein_coding,serine active site containing 1 [Source:HGNC Symbol;Acc:HGNC:21061],SERAC1
ENSG00000130363,ENSG00000130363,NA,RSPH3,protein_coding,radial spoke head 3 homolog [Source:HGNC Symbol;Acc:HGNC:21054],RSPH3
ENSG00000112541,ENSG00000112541,NA,PDE10A,protein_coding,phosphodiesterase 10A [Source:HGNC Symbol;Acc:HGNC:8772],PDE10A
ENSG00000112530,ENSG00000112530,NA,PACRG,protein_coding,parkin coregulated [Source:HGNC Symbol;Acc:HGNC:19152],PACRG
ENSG00000120438,ENSG00000120438,NA,TCP1,protein_coding,t-complex 1 [Source:HGNC Symbol;Acc:HGNC:11655],TCP1
ENSG00000059122,ENSG00000059122,NA,FLYWCH1,protein_coding,FLYWCH-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:25404],FLYWCH1
ENSG00000124493,ENSG00000124493,NA,GRM4,protein_coding,glutamate metabotropic receptor 4 [Source:HGNC Symbol;Acc:HGNC:4596],GRM4
ENSG00000255587,ENSG00000255587,NA,RAB44,protein_coding,"RAB44, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:21068]",RAB44
ENSG00000137200,ENSG00000137200,NA,CMTR1,protein_coding,cap methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21077],CMTR1
ENSG00000274276,ENSG00000274276,NA,CBSL,protein_coding,cystathionine-beta-synthase like [Source:HGNC Symbol;Acc:HGNC:51829],CBSL
ENSG00000160200,ENSG00000160200,NA,CBS,protein_coding,cystathionine-beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550],CBS
ENSG00000186994,ENSG00000186994,NA,KANK3,protein_coding,KN motif and ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:24796],KANK3
ENSG00000204220,ENSG00000204220,ENSG00000204220,PFDN6,protein_coding,prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926],PFDN6
ENSG00000204227,ENSG00000204227,NA,RING1,protein_coding,ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:10018],RING1
ENSG00000204256,ENSG00000204256,NA,BRD2,protein_coding,bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103],BRD2
ENSG00000204356,ENSG00000204356,NA,NELFE,protein_coding,negative elongation factor complex member E [Source:HGNC Symbol;Acc:HGNC:13974],NELFE
ENSG00000204576,ENSG00000204576,NA,PRR3,protein_coding,proline rich 3 [Source:HGNC Symbol;Acc:HGNC:21149],PRR3
ENSG00000206474,ENSG00000206474,NA,OR10C1,protein_coding,olfactory receptor family 10 subfamily C member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8165],OR10C1
ENSG00000198087,ENSG00000198087,NA,CD2AP,protein_coding,CD2 associated protein [Source:HGNC Symbol;Acc:HGNC:14258],CD2AP
ENSG00000112561,ENSG00000112561,NA,TFEB,protein_coding,transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753],TFEB
ENSG00000131378,ENSG00000131378,NA,RFTN1,protein_coding,"raftlin, lipid raft linker 1 [Source:HGNC Symbol;Acc:HGNC:30278]",RFTN1
ENSG00000114166,ENSG00000114166,NA,KAT2B,protein_coding,lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638],KAT2B
ENSG00000160633,ENSG00000160633,NA,SAFB,protein_coding,scaffold attachment factor B [Source:HGNC Symbol;Acc:HGNC:10520],SAFB
ENSG00000112874,ENSG00000112874,NA,NUDT12,protein_coding,nudix hydrolase 12 [Source:HGNC Symbol;Acc:HGNC:18826],NUDT12
ENSG00000154655,ENSG00000154655,NA,L3MBTL4,protein_coding,"L3MBTL4, histone methyl-lysine binding protein [Source:HGNC Symbol;Acc:HGNC:26677]",L3MBTL4
ENSG00000177426,ENSG00000177426,NA,TGIF1,protein_coding,TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776],TGIF1
ENSG00000189350,ENSG00000189350,NA,TOGARAM2,protein_coding,TOG array regulator of axonemal microtubules 2 [Source:HGNC Symbol;Acc:HGNC:33715],TOGARAM2
ENSG00000115295,ENSG00000115295,NA,CLIP4,protein_coding,CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108],CLIP4
ENSG00000119801,ENSG00000119801,NA,YPEL5,protein_coding,yippee like 5 [Source:HGNC Symbol;Acc:HGNC:18329],YPEL5
ENSG00000095002,ENSG00000095002,NA,MSH2,protein_coding,mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325],MSH2
ENSG00000165757,ENSG00000165757,NA,JCAD,protein_coding,junctional cadherin 5 associated [Source:HGNC Symbol;Acc:HGNC:29283],JCAD
ENSG00000053747,ENSG00000053747,NA,LAMA3,protein_coding,laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483],LAMA3
ENSG00000101746,ENSG00000101746,NA,NOL4,protein_coding,nucleolar protein 4 [Source:HGNC Symbol;Acc:HGNC:7870],NOL4
ENSG00000144233,ENSG00000144233,NA,AMMECR1L,protein_coding,AMMECR1 like [Source:HGNC Symbol;Acc:HGNC:28658],AMMECR1L
ENSG00000173349,ENSG00000173349,NA,SFT2D3,protein_coding,SFT2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28767],SFT2D3
ENSG00000146013,ENSG00000146013,NA,GFRA3,protein_coding,GDNF family receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4245],GFRA3
ENSG00000120738,ENSG00000120738,NA,EGR1,protein_coding,early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238],EGR1
ENSG00000113578,ENSG00000113578,NA,FGF1,protein_coding,fibroblast growth factor 1 [Source:HGNC Symbol;Acc:HGNC:3665],FGF1
ENSG00000177879,ENSG00000177879,NA,AP3S1,protein_coding,adaptor related protein complex 3 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:2013],AP3S1
ENSG00000145779,ENSG00000145779,NA,TNFAIP8,protein_coding,TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260],TNFAIP8
ENSG00000061455,ENSG00000061455,NA,PRDM6,protein_coding,PR/SET domain 6 [Source:HGNC Symbol;Acc:HGNC:9350],PRDM6
ENSG00000198796,ENSG00000198796,NA,ALPK2,protein_coding,alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:20565],ALPK2
ENSG00000101670,ENSG00000101670,NA,LIPG,protein_coding,"lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]",LIPG
ENSG00000078043,ENSG00000078043,NA,PIAS2,protein_coding,protein inhibitor of activated STAT 2 [Source:HGNC Symbol;Acc:HGNC:17311],PIAS2
ENSG00000168056,ENSG00000168056,NA,LTBP3,protein_coding,latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:HGNC:6716],LTBP3
ENSG00000162241,ENSG00000162241,NA,SLC25A45,protein_coding,solute carrier family 25 member 45 [Source:HGNC Symbol;Acc:HGNC:27442],SLC25A45
ENSG00000149735,ENSG00000149735,NA,GPHA2,protein_coding,glycoprotein hormone alpha 2 [Source:HGNC Symbol;Acc:HGNC:18054],GPHA2
ENSG00000149782,ENSG00000149782,NA,PLCB3,protein_coding,phospholipase C beta 3 [Source:HGNC Symbol;Acc:HGNC:9056],PLCB3
ENSG00000126500,ENSG00000126500,NA,FLRT1,protein_coding,fibronectin leucine rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3760],FLRT1
ENSG00000072518,ENSG00000072518,NA,MARK2,protein_coding,microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332],MARK2
ENSG00000162194,ENSG00000162194,NA,LBHD1,protein_coding,LBH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28351],LBHD1
ENSG00000254466,ENSG00000254466,NA,OR4D10,protein_coding,olfactory receptor family 4 subfamily D member 10 [Source:HGNC Symbol;Acc:HGNC:15173],OR4D10
ENSG00000106829,ENSG00000106829,NA,TLE4,protein_coding,transducin like enhancer of split 4 [Source:HGNC Symbol;Acc:HGNC:11840],TLE4
ENSG00000106772,ENSG00000106772,NA,PRUNE2,protein_coding,prune homolog 2 [Source:HGNC Symbol;Acc:HGNC:25209],PRUNE2
ENSG00000147854,ENSG00000147854,NA,UHRF2,protein_coding,ubiquitin like with PHD and ring finger domains 2 [Source:HGNC Symbol;Acc:HGNC:12557],UHRF2
ENSG00000171862,ENSG00000171862,ENSG00000171862,PTEN,protein_coding,phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588],PTEN
ENSG00000095564,ENSG00000095564,NA,BTAF1,protein_coding,B-TFIID TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:17307],BTAF1
ENSG00000095585,ENSG00000095585,NA,BLNK,protein_coding,B cell linker [Source:HGNC Symbol;Acc:HGNC:14211],BLNK
ENSG00000075891,ENSG00000075891,NA,PAX2,protein_coding,paired box 2 [Source:HGNC Symbol;Acc:HGNC:8616],PAX2
ENSG00000107815,ENSG00000107815,NA,TWNK,protein_coding,twinkle mtDNA helicase [Source:HGNC Symbol;Acc:HGNC:1160],TWNK
ENSG00000198408,ENSG00000198408,NA,OGA,protein_coding,O-GlcNAcase [Source:HGNC Symbol;Acc:HGNC:7056],OGA
ENSG00000065613,ENSG00000065613,NA,SLK,protein_coding,STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088],SLK
ENSG00000130338,NA,ENSG00000130338,TULP4,protein_coding,tubby like protein 4 [Source:HGNC Symbol;Acc:HGNC:15530],TULP4
ENSG00000134294,NA,ENSG00000134294,SLC38A2,protein_coding,solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448],SLC38A2
ENSG00000136045,NA,ENSG00000136045,PWP1,protein_coding,"PWP1 homolog, endonuclein [Source:HGNC Symbol;Acc:HGNC:17015]",PWP1
ENSG00000060237,NA,ENSG00000060237,WNK1,protein_coding,WNK lysine deficient protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:14540],WNK1
ENSG00000133704,NA,ENSG00000133704,IPO8,protein_coding,importin 8 [Source:HGNC Symbol;Acc:HGNC:9853],IPO8
ENSG00000128165,NA,ENSG00000128165,ADM2,protein_coding,adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898],ADM2
ENSG00000105193,NA,ENSG00000105193,RPS16,protein_coding,ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396],RPS16
ENSG00000140443,NA,ENSG00000140443,IGF1R,protein_coding,insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465],IGF1R
ENSG00000007372,NA,ENSG00000007372,PAX6,protein_coding,paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620],PAX6
ENSG00000083838,NA,ENSG00000083838,ZNF446,protein_coding,zinc finger protein 446 [Source:HGNC Symbol;Acc:HGNC:21036],ZNF446
ENSG00000155592,NA,ENSG00000155592,ZKSCAN2,protein_coding,zinc finger with KRAB and SCAN domains 2 [Source:HGNC Symbol;Acc:HGNC:25677],ZKSCAN2
ENSG00000152467,NA,ENSG00000152467,ZSCAN1,protein_coding,zinc finger and SCAN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23712],ZSCAN1
ENSG00000121413,NA,ENSG00000121413,ZSCAN18,protein_coding,zinc finger and SCAN domain containing 18 [Source:HGNC Symbol;Acc:HGNC:21037],ZSCAN18
ENSG00000171222,NA,ENSG00000171222,SCAND1,protein_coding,SCAN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:10566],SCAND1
ENSG00000167685,NA,ENSG00000167685,ZNF444,protein_coding,zinc finger protein 444 [Source:HGNC Symbol;Acc:HGNC:16052],ZNF444
ENSG00000171606,NA,ENSG00000171606,ZNF274,protein_coding,zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068],ZNF274
ENSG00000197213,NA,ENSG00000197213,ZSCAN5B,protein_coding,zinc finger and SCAN domain containing 5B [Source:HGNC Symbol;Acc:HGNC:34246],ZSCAN5B
ENSG00000204532,NA,ENSG00000204532,ZSCAN5C,protein_coding,zinc finger and SCAN domain containing 5C [Source:HGNC Symbol;Acc:HGNC:34294],ZSCAN5C
ENSG00000131848,NA,ENSG00000131848,ZSCAN5A,protein_coding,zinc finger and SCAN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:23710],ZSCAN5A
ENSG00000198146,NA,ENSG00000198146,ZNF770,protein_coding,zinc finger protein 770 [Source:HGNC Symbol;Acc:HGNC:26061],ZNF770
ENSG00000154957,NA,ENSG00000154957,ZNF18,protein_coding,zinc finger protein 18 [Source:HGNC Symbol;Acc:HGNC:12969],ZNF18
ENSG00000103343,NA,ENSG00000103343,ZNF174,protein_coding,zinc finger protein 174 [Source:HGNC Symbol;Acc:HGNC:12963],ZNF174
ENSG00000198300,NA,ENSG00000198300,PEG3,protein_coding,paternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:8826],PEG3
ENSG00000166261,NA,ENSG00000166261,ZNF202,protein_coding,zinc finger protein 202 [Source:HGNC Symbol;Acc:HGNC:12994],ZNF202
ENSG00000162714,NA,ENSG00000162714,ZNF496,protein_coding,zinc finger protein 496 [Source:HGNC Symbol;Acc:HGNC:23713],ZNF496
ENSG00000105261,NA,ENSG00000105261,OVOL3,protein_coding,ovo like zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:14186],OVOL3
ENSG00000100813,NA,ENSG00000100813,ACIN1,protein_coding,apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:HGNC:17066],ACIN1
ENSG00000170871,NA,ENSG00000170871,KIAA0232,protein_coding,KIAA0232 [Source:HGNC Symbol;Acc:HGNC:28992],KIAA0232
ENSG00000165997,NA,ENSG00000165997,ARL5B,protein_coding,ADP ribosylation factor like GTPase 5B [Source:HGNC Symbol;Acc:HGNC:23052],ARL5B
ENSG00000140795,NA,ENSG00000140795,MYLK3,protein_coding,myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826],MYLK3
ENSG00000159593,NA,ENSG00000159593,NAE1,protein_coding,NEDD8 activating enzyme E1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:621],NAE1
ENSG00000204131,NA,ENSG00000204131,NHSL2,protein_coding,NHS like 2 [Source:HGNC Symbol;Acc:HGNC:33737],NHSL2
ENSG00000067369,NA,ENSG00000067369,TP53BP1,protein_coding,tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999],TP53BP1
ENSG00000145349,NA,ENSG00000145349,CAMK2D,protein_coding,calcium/calmodulin dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462],CAMK2D
ENSG00000072952,NA,ENSG00000072952,MRVI1,protein_coding,murine retrovirus integration site 1 homolog [Source:HGNC Symbol;Acc:HGNC:7237],MRVI1
ENSG00000273611,NA,ENSG00000273611,ZNHIT3,protein_coding,zinc finger HIT-type containing 3 [Source:HGNC Symbol;Acc:HGNC:12309],ZNHIT3
ENSG00000236444,NA,ENSG00000236444,UBE2L5,protein_coding,ubiquitin conjugating enzyme E2 L5 [Source:HGNC Symbol;Acc:HGNC:13477],UBE2L5
ENSG00000185651,NA,ENSG00000185651,UBE2L3,protein_coding,ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488],UBE2L3
ENSG00000099904,NA,ENSG00000099904,ZDHHC8,protein_coding,zinc finger DHHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:18474],ZDHHC8
ENSG00000087053,NA,ENSG00000087053,MTMR2,protein_coding,myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450],MTMR2
ENSG00000148399,NA,ENSG00000148399,DPH7,protein_coding,diphthamide biosynthesis 7 [Source:HGNC Symbol;Acc:HGNC:25199],DPH7
ENSG00000041982,NA,ENSG00000041982,TNC,protein_coding,tenascin C [Source:HGNC Symbol;Acc:HGNC:5318],TNC
ENSG00000107130,NA,ENSG00000107130,NCS1,protein_coding,neuronal calcium sensor 1 [Source:HGNC Symbol;Acc:HGNC:3953],NCS1
ENSG00000198642,NA,ENSG00000198642,KLHL9,protein_coding,kelch like family member 9 [Source:HGNC Symbol;Acc:HGNC:18732],KLHL9
ENSG00000138756,NA,ENSG00000138756,BMP2K,protein_coding,BMP2 inducible kinase [Source:HGNC Symbol;Acc:HGNC:18041],BMP2K
ENSG00000081189,NA,ENSG00000081189,MEF2C,protein_coding,myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996],MEF2C
ENSG00000165684,NA,ENSG00000165684,SNAPC4,protein_coding,small nuclear RNA activating complex polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:11137],SNAPC4
ENSG00000125482,NA,ENSG00000125482,TTF1,protein_coding,transcription termination factor 1 [Source:HGNC Symbol;Acc:HGNC:12397],TTF1
ENSG00000090674,NA,ENSG00000090674,MCOLN1,protein_coding,mucolipin 1 [Source:HGNC Symbol;Acc:HGNC:13356],MCOLN1
ENSG00000125457,NA,ENSG00000125457,MIF4GD,protein_coding,MIF4G domain containing [Source:HGNC Symbol;Acc:HGNC:24030],MIF4GD
ENSG00000120093,NA,ENSG00000120093,HOXB3,protein_coding,homeobox B3 [Source:HGNC Symbol;Acc:HGNC:5114],HOXB3
ENSG00000182742,NA,ENSG00000182742,HOXB4,protein_coding,homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115],HOXB4
ENSG00000162621,NA,ENSG00000162621,LRRC53,protein_coding,leucine rich repeat containing 53 [Source:HGNC Symbol;Acc:HGNC:25255],LRRC53
ENSG00000154914,NA,ENSG00000154914,USP43,protein_coding,ubiquitin specific peptidase 43 [Source:HGNC Symbol;Acc:HGNC:20072],USP43
ENSG00000177548,NA,ENSG00000177548,RABEP2,protein_coding,"rabaptin, RAB GTPase binding effector protein 2 [Source:HGNC Symbol;Acc:HGNC:24817]",RABEP2
ENSG00000187555,NA,ENSG00000187555,USP7,protein_coding,ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630],USP7
ENSG00000078328,NA,ENSG00000078328,RBFOX1,protein_coding,RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222],RBFOX1
ENSG00000154229,NA,ENSG00000154229,PRKCA,protein_coding,protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393],PRKCA
ENSG00000105948,NA,ENSG00000105948,TTC26,protein_coding,tetratricopeptide repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21882],TTC26
ENSG00000136536,NA,ENSG00000136536,MARCH7,protein_coding,membrane associated ring-CH-type finger 7 [Source:HGNC Symbol;Acc:HGNC:17393],MARCH7
ENSG00000115183,NA,ENSG00000115183,TANC1,protein_coding,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29364]",TANC1
ENSG00000168505,NA,ENSG00000168505,GBX2,protein_coding,gastrulation brain homeobox 2 [Source:HGNC Symbol;Acc:HGNC:4186],GBX2
ENSG00000075429,NA,ENSG00000075429,CACNG5,protein_coding,calcium voltage-gated channel auxiliary subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:1409],CACNG5
ENSG00000161544,NA,ENSG00000161544,CYGB,protein_coding,cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505],CYGB
ENSG00000186297,NA,ENSG00000186297,GABRA5,protein_coding,gamma-aminobutyric acid type A receptor alpha5 subunit [Source:HGNC Symbol;Acc:HGNC:4079],GABRA5
ENSG00000117394,NA,ENSG00000117394,SLC2A1,protein_coding,solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005],SLC2A1
ENSG00000101098,NA,ENSG00000101098,RIMS4,protein_coding,regulating synaptic membrane exocytosis 4 [Source:HGNC Symbol;Acc:HGNC:16183],RIMS4
ENSG00000185633,NA,ENSG00000185633,NDUFA4L2,protein_coding,"NDUFA4, mitochondrial complex associated like 2 [Source:HGNC Symbol;Acc:HGNC:29836]",NDUFA4L2
ENSG00000157005,NA,ENSG00000157005,SST,protein_coding,somatostatin [Source:HGNC Symbol;Acc:HGNC:11329],SST
ENSG00000163590,NA,ENSG00000163590,PPM1L,protein_coding,"protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:HGNC Symbol;Acc:HGNC:16381]",PPM1L
ENSG00000140451,NA,ENSG00000140451,PIF1,protein_coding,PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220],PIF1
ENSG00000168283,NA,ENSG00000168283,BMI1,protein_coding,"BMI1 proto-oncogene, polycomb ring finger [Source:HGNC Symbol;Acc:HGNC:1066]",BMI1
ENSG00000269897,NA,ENSG00000269897,COMMD3-BMI1,protein_coding,COMMD3-BMI1 readthrough [Source:HGNC Symbol;Acc:HGNC:48326],COMMD3-BMI1
ENSG00000065243,NA,ENSG00000065243,PKN2,protein_coding,protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406],PKN2
ENSG00000176720,NA,ENSG00000176720,BOK,protein_coding,"BOK, BCL2 family apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1087]",BOK
ENSG00000073711,NA,ENSG00000073711,PPP2R3A,protein_coding,protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307],PPP2R3A
ENSG00000143207,NA,ENSG00000143207,COP1,protein_coding,"COP1, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:17440]",COP1
ENSG00000165322,NA,ENSG00000165322,ARHGAP12,protein_coding,Rho GTPase activating protein 12 [Source:HGNC Symbol;Acc:HGNC:16348],ARHGAP12
ENSG00000152601,NA,ENSG00000152601,MBNL1,protein_coding,muscleblind like splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:6923],MBNL1
ENSG00000118046,NA,ENSG00000118046,STK11,protein_coding,serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389],STK11
ENSG00000134864,NA,ENSG00000134864,GGACT,protein_coding,gamma-glutamylamine cyclotransferase [Source:HGNC Symbol;Acc:HGNC:25100],GGACT
ENSG00000116117,NA,ENSG00000116117,PARD3B,protein_coding,par-3 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:14446],PARD3B
ENSG00000225968,NA,ENSG00000225968,ELFN1,protein_coding,extracellular leucine rich repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33154],ELFN1
ENSG00000242366,NA,ENSG00000242366,UGT1A8,protein_coding,UDP glucuronosyltransferase family 1 member A8 [Source:HGNC Symbol;Acc:HGNC:12540],UGT1A8
ENSG00000244122,NA,ENSG00000244122,UGT1A7,protein_coding,UDP glucuronosyltransferase family 1 member A7 [Source:HGNC Symbol;Acc:HGNC:12539],UGT1A7
ENSG00000243135,NA,ENSG00000243135,UGT1A3,protein_coding,UDP glucuronosyltransferase family 1 member A3 [Source:HGNC Symbol;Acc:HGNC:12535],UGT1A3
ENSG00000244474,NA,ENSG00000244474,UGT1A4,protein_coding,UDP glucuronosyltransferase family 1 member A4 [Source:HGNC Symbol;Acc:HGNC:12536],UGT1A4
ENSG00000240224,NA,ENSG00000240224,UGT1A5,protein_coding,UDP glucuronosyltransferase family 1 member A5 [Source:HGNC Symbol;Acc:HGNC:12537],UGT1A5
ENSG00000242515,NA,ENSG00000242515,UGT1A10,protein_coding,UDP glucuronosyltransferase family 1 member A10 [Source:HGNC Symbol;Acc:HGNC:12531],UGT1A10
ENSG00000241119,NA,ENSG00000241119,UGT1A9,protein_coding,UDP glucuronosyltransferase family 1 member A9 [Source:HGNC Symbol;Acc:HGNC:12541],UGT1A9
ENSG00000197888,NA,ENSG00000197888,UGT2B17,protein_coding,UDP glucuronosyltransferase family 2 member B17 [Source:HGNC Symbol;Acc:HGNC:12547],UGT2B17
ENSG00000196620,NA,ENSG00000196620,UGT2B15,protein_coding,UDP glucuronosyltransferase family 2 member B15 [Source:HGNC Symbol;Acc:HGNC:12546],UGT2B15
